Rk,Player,Pos,Age,Tm,G?,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
391,Keifer Sykes,PG,28,IND,32,566,5.9,0.456,0.474,0.089,1.6,7.4,4.4,15,1,0.6,14.3,17.4,,-0.5,0.1,-0.5,-0.039,,-4.4,-2.5,-6.9,-0.7
392,Terry Taylor,SG,22,IND,32,690,18.9,0.657,0.174,0.23,14.2,12.4,13.3,8.7,0.9,1,8.9,16,,2.1,0.2,2.3,0.158,,2.1,-2.7,-0.6,0.2
393,JT Thor,PF,19,CHO,32,259,10,0.525,0.491,0.364,4.4,12.9,8.6,9.3,1.5,4,12.4,11.9,,0.1,0.2,0.3,0.063,,-2.9,0.1,-2.8,-0.1
394,Santi Aldama,PF,21,MEM,31,329,9.2,0.439,0.371,0.224,8.4,16.3,12.3,6.8,0.6,2.7,8.6,17.4,,-0.1,0.4,0.3,0.04,,-4.6,-1.3,-5.9,-0.3
395,Ed Davis,C,32,CLE,31,201,9.4,0.632,0,0.875,7.9,26.9,17.6,4.5,0.7,4,18.4,6,,0.2,0.3,0.5,0.126,,-4.2,2.4,-1.8,0
396,Luka Garza,C,23,DET,31,358,15,0.542,0.326,0.426,14.7,12.4,13.6,7.1,1.2,1.3,10,20.4,,0.5,0.2,0.7,0.092,,-0.9,-1.8,-2.8,-0.1
397,Paul George,SF,31,LAC,31,1077,18.6,0.538,0.404,0.233,1.2,19.3,10.5,28.3,3,1,15.2,33.8,,-0.6,1.8,1.2,0.056,,1.7,1.9,3.6,1.5
398,Andre Iguodala,SF,38,GSW,31,603,12.3,0.478,0.612,0.165,3.9,13.9,9,24.8,2.2,3.5,17.7,11.4,,0.5,1.1,1.6,0.125,,-1,3.6,2.7,0.7
399,Klay Thompson,SG,31,GSW,31,910,16.2,0.541,0.518,0.088,1.8,12.5,7.3,16.1,0.9,1.8,6.6,29,,0.5,1.2,1.7,0.088,,2.5,-1.4,1.1,0.7
400,Keljin Blevins,SF,26,POR,30,327,4.9,0.417,0.641,0.107,5.2,9.1,7.1,7.8,1.6,0.3,13.6,16.5,,-0.5,0.1,-0.5,-0.066,,-5.3,-3.2,-8.5,-0.5
401,James Bouknight,SG,21,CHO,30,302,10.1,0.459,0.353,0.223,7.6,10.4,8.9,11.9,1.1,0.3,8.9,23.6,,-0.1,0.1,0,0,,-3.3,-3.7,-7,-0.4
402,Terence Davis,SG,24,SAC,30,536,14.6,0.543,0.558,0.165,2.2,17.1,9.5,11.9,2.2,1.8,10.3,25.6,,0,0.5,0.5,0.044,,-0.6,-0.4,-0.9,0.2
403,Bruno Fernando,C,23,TOT,30,152,21.2,0.671,0.036,0.436,13,26.6,19.8,7.6,0.3,6.5,17.6,22.4,,0.2,0.2,0.4,0.141,,-0.4,0.2,-0.1,0.1
404,Markus Howard,SG,22,DEN,30,152,14,0.557,0.738,0.179,0,6.4,3.3,6,2.6,0,7.2,28.2,,0,0.1,0.2,0.052,,0.2,-1.4,-1.2,0
405,Kelan Martin,SF,26,TOT,30,450,9.4,0.484,0.439,0.076,4.2,9.5,6.8,6.7,1.4,1.7,7.3,18.2,,-0.1,0.2,0.1,0.006,,-2.6,-1,-3.6,-0.2
406,Semi Ojeleye,PF,27,TOT,30,406,6.7,0.438,0.505,0.293,7.2,12,9.7,2.9,0.8,1.4,7.5,12.8,,-0.1,0.3,0.3,0.03,,-4.1,-1.7,-5.8,-0.4
407,Kevin Knox,SF,22,TOT,29,221,11,0.501,0.627,0.241,6.3,14.3,10.3,6.5,0.9,0.8,7.1,19.6,,0.1,0.1,0.2,0.051,,-1.6,-2.1,-3.7,-0.1
408,Vit Krejci,SG,21,OKC,29,650,8.6,0.535,0.6,0.147,2.5,13.2,7.8,12.1,1.4,1.1,14.9,12.5,,0.1,0.5,0.6,0.047,,-4.3,-0.7,-5,-0.5
409,Damian Lillard,PG,31,POR,29,1056,18.5,0.55,0.514,0.328,1.3,11.6,6.2,33.9,0.8,1,11.6,29.3,,1.7,0,1.8,0.08,,4,-2.7,1.3,0.9
410,Kyrie Irving,PG,29,BRK,28,1052,21.1,0.584,0.391,0.213,1.6,10.6,6.2,25.3,1.8,1.4,9.7,29.5,,2.2,0.9,3.1,0.141,,4,-1.3,2.7,1.3
411,Joe Wieskamp,SG,22,SAS,28,196,7.5,0.494,0.768,0.232,2.1,4.8,3.5,5.8,1,1.3,3.1,13.7,,0.1,0.1,0.2,0.037,,-2.7,-0.9,-3.6,-0.1
412,Thomas Bryant,C,24,WAS,27,439,16.7,0.607,0.284,0.27,6.7,20.3,13.6,7.9,0.7,4.1,10.3,18.7,,0.7,0.4,1.1,0.119,,-0.4,-0.7,-1.1,0.1
413,Zach Collins,PF,24,SAS,27,487,15.8,0.584,0.27,0.414,9.8,22.7,16.2,15.7,1,3.8,19.7,19.4,,0.5,0.6,1.1,0.109,,-1.5,0.7,-0.8,0.2
414,Skylar Mays,SG,24,ATL,27,218,11.8,0.589,0.391,0.141,2.5,10,6.3,10.9,1.6,0,12.8,15.6,,0.2,0.1,0.3,0.061,,-1.2,-0.8,-2,0
415,Cody Zeller,C,29,POR,27,355,17.3,0.627,0.044,0.544,15,24.1,19.4,9.4,1.1,1.7,14.6,15.9,,0.9,0.2,1.1,0.143,,-1.2,-1,-2.2,0
416,T.J. McConnell,PG,29,IND,26,621,15.2,0.532,0.135,0.109,3.5,12.2,7.8,29,2.1,1.4,12.5,15.9,,0.9,0.4,1.3,0.1,,-0.3,1.4,1.1,0.5
417,Derrick Rose,PG,33,NYK,26,636,16.9,0.541,0.336,0.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,,0.8,0.7,1.4,0.108,,2.4,-0.1,2.3,0.7
418,Wenyen Gabriel,PF,24,TOT,25,320,12.2,0.561,0.278,0.381,11.5,17.6,14.6,4.9,0.8,2.5,12.4,17.4,,0.3,0.3,0.6,0.088,,-3.9,-2,-5.9,-0.3
419,Sam Hauser,SF,24,BOS,25,148,14.6,0.652,0.891,0,3.7,15.7,9.9,8.8,0.3,1.2,4.2,14.3,,0.3,0.2,0.5,0.17,,2.5,-0.3,2.2,0.2
420,Nerlens Noel,C,27,NYK,25,562,11.8,0.581,0.05,0.5,9,18.2,13.5,5.7,2.7,5.4,21.5,7.3,,0.5,1,1.5,0.126,,-3,3.3,0.2,0.3
421,Justin Robinson,PG,24,TOT,25,304,3.6,0.404,0.656,0.086,1.4,6,3.7,14,1.4,0.3,15,16,,-0.5,0.2,-0.3,-0.054,,-6.4,-1.3,-7.7,-0.4
422,Lindy Waters III,SG,24,OKC,25,465,13,0.562,0.834,0.029,1.3,15,8.1,8.1,2,1.6,5.8,17.5,,0.3,0.5,0.8,0.083,,-0.8,-0.8,-1.6,0.1
423,Trevor Ariza,SF,36,LAL,24,462,7,0.449,0.747,0.182,2.3,16.7,9.5,7.5,1.3,1.2,9.3,11,,-0.2,0.4,0.2,0.02,,-3.3,-0.2,-3.5,-0.2
424,Kira Lewis Jr.,PG,20,NOP,24,341,9.8,0.466,0.397,0.082,2.9,9.9,6.3,21.8,1.6,0.3,14.7,22.3,,-0.3,0.2,-0.1,-0.016,,-2.8,-1.2,-4,-0.2
425,Daishen Nix,SG,19,HOU,24,261,8.1,0.48,0.388,0.448,2.9,11,6.9,21.5,2.7,0,24.5,17.2,,-0.3,0.1,-0.2,-0.032,,-5.4,-1,-6.4,-0.3
426,Kevin Pangos,PG,29,CLE,24,166,6.5,0.408,0.565,0.087,1.4,5.9,3.7,24.7,0.9,0,12.8,14.6,,-0.1,0.1,0.1,0.016,,-4.7,-1.4,-6.2,-0.2
427,Denzel Valentine,SG,28,TOT,24,222,8.1,0.523,0.712,0,4.6,16.1,10.5,7,1.8,0,15.4,15.5,,-0.1,0.3,0.2,0.039,,-3.1,0.4,-2.7,0
428,Charles Bassey,PF,21,PHI,23,168,21.5,0.66,0.085,0.255,14.9,26.2,20.6,6.6,1.5,9.1,13.3,16.1,,0.4,0.3,0.8,0.219,,-0.3,2.2,1.9,0.2
429,Usman Garuba,PF,19,HOU,23,226,13.7,0.532,0.429,0.167,10.1,26.9,18.5,9.7,2.1,4.4,11.7,9.6,,0.3,0.3,0.5,0.115,,-1.4,1,-0.3,0.1
430,Alize Johnson,PF,25,TOT,23,167,10.7,0.463,0.103,0.308,18.8,22,20.4,7.1,1.5,0,21.3,14.8,,0,0.1,0.1,0.041,,-3.6,-1.9,-5.5,-0.1
431,Brad Wanamaker,PG,32,TOT,23,320,7.5,0.472,0.221,0.325,2.1,11.6,6.8,22.5,1.1,1.6,20.7,14.9,,-0.1,0.1,0,0.004,,-5.3,-0.5,-5.8,-0.3
432,Brandon Williams,PG,22,POR,23,607,11.4,0.485,0.383,0.361,3.3,9.6,6.3,23.3,1.8,1.5,15.6,26,,-0.6,0.2,-0.4,-0.031,,-2.3,-3.3,-5.6,-0.6
433,Charlie Brown Jr.,SG,24,TOT,22,177,6.5,0.346,0.308,0.256,9,11.2,10.1,4.5,2.8,2,10.3,12.3,,-0.2,0.2,0,0.012,,-5.2,0.4,-4.8,-0.1
434,David Duke Jr.,PG,22,BRK,22,341,10.1,0.444,0.343,0.194,9.8,11.5,10.7,6.6,2,1.8,7.1,15.9,,0,0.3,0.3,0.049,,-3,-0.9,-3.9,-0.2
435,Boban Marjanovi?,C,33,DAL,22,120,19.5,0.621,0.045,0.333,6.5,27.8,17.1,3.5,0,2.3,14.7,33.3,,0,0.2,0.2,0.06,,-2.6,-1,-3.6,0
436,Olivier Sarr,C,22,OKC,22,421,14,0.672,0.287,0.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,,0.7,0.4,1,0.118,,-2.7,-1.3,-4,-0.2
437,Goran Dragi?,PG,35,TOT,21,498,10,0.474,0.417,0.219,2.9,11.3,7.1,22.9,1.9,0.7,17,17.2,,-0.1,0.4,0.4,0.035,,-2.8,-0.5,-3.3,-0.2
438,Jalen Johnson,PF,20,ATL,21,118,11.5,0.59,0.317,0.171,1.9,22.1,12.1,3.8,1.2,1.5,17,19.7,,-0.1,0.1,0,0.014,,-3.9,-1,-4.9,-0.1
439,KZ Okpala,PF,22,MIA,21,244,10.5,0.521,0.377,0.159,5.2,13.7,9.5,8.3,0.8,3,6.3,14.4,,0.2,0.3,0.5,0.098,,-3.2,0.4,-2.8,0
440,Isaiah Thomas,PG,32,TOT,21,321,11,0.501,0.497,0.151,1.3,8,4.6,15.6,0.9,1.4,8.1,24.6,,-0.1,0.1,0.1,0.009,,-2.4,-2.8,-5.2,-0.3
441,Willie Cauley-Stein,C,28,TOT,20,183,8.3,0.474,0.057,0.057,7.9,16.4,12.1,7.5,1.7,1.5,16.3,10.6,,0,0.3,0.3,0.066,,-4.1,1.1,-3,0
442,Kai Jones,C,21,CHO,20,60,8.4,0.628,0.143,0.571,5.2,14.4,9.7,9.1,0.8,0,25.5,16.7,,0,0,0,-0.002,,-5.5,-2.4,-7.9,-0.1
443,Tyler Cook,PF,24,CHI,19,196,13,0.645,0,0.861,9.2,20.6,14.9,2,1,1.8,12.4,12.7,,0.3,0.2,0.5,0.126,,-2.9,-1.1,-4,-0.1
444,Kyle Guy,SG,24,MIA,19,186,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,,-0.1,0.2,0.1,0.036,,-3,-0.3,-3.3,-0.1
445,Jahmi'us Ramsey,SG,20,SAC,19,134,7.9,0.468,0.31,0.241,3.2,7.4,5.3,7.9,0.4,0.6,7.2,22.2,,-0.1,0,-0.1,-0.047,,-3.5,-3.4,-6.9,-0.2
446,PJ Dozier,SG,25,DEN,18,340,8.7,0.463,0.485,0.131,4.8,15.6,10.3,11.3,1.6,1.6,11,15.2,,-0.1,0.4,0.3,0.039,,-3,1,-2,0
447,Haywood Highsmith,SF,25,MIA,18,123,6,0.439,0.69,0.138,6.6,12.7,9.7,4.4,0.8,1.7,6.1,11.9,,0,0.1,0.1,0.049,,-3.5,-0.2,-3.6,0
448,Malcolm Hill,SF-SG,26,TOT,18,200,12.8,0.623,0.7,0.28,6.2,11.7,9,3.3,1.5,1.3,3.4,12.8,,0.4,0.1,0.5,0.128,,-1,-0.8,-1.8,0
449,Isaiah Livers,SF,23,DET,18,360,10.3,0.593,0.729,0.141,4,12.6,8.1,8,1.6,1.8,12.6,12.3,,0.3,0.3,0.6,0.073,,-1.8,-0.3,-2.1,0
450,Theo Pinson,SF,26,DAL,18,135,8.4,0.426,0.765,0.235,1.6,14.8,8.2,14.9,1.9,1.3,7.4,13.5,,0,0.2,0.2,0.065,,-3.8,1.3,-2.5,0
451,Jay Scrubb,SG,21,LAC,18,121,9.3,0.486,0.457,0.217,1.8,11.9,7,9.8,1.6,2.1,12.2,20.9,,-0.1,0.1,0,0,,-4.4,-0.5,-4.9,-0.1
452,Lindell Wigginton,PG,23,MIL,18,159,9.5,0.528,0.435,0.63,1.4,13.1,7.3,12.6,1.2,0.6,14.5,18.5,,0,0.1,0.1,0.038,,-3.5,-1.4,-5,-0.1
453,Udoka Azubuike,C,22,UTA,17,195,17.6,0.743,0,0.224,10.5,28.8,19.9,0,0.3,5,18.2,14.7,,0.3,0.3,0.6,0.155,,-1.8,0.3,-1.5,0
454,Markelle Fultz,PG,23,ORL,17,330,18.1,0.524,0.086,0.19,1.3,13.8,7.5,45.8,2.8,1.4,16.9,27.9,,0,0.4,0.4,0.056,,0.2,0.7,0.8,0.2
455,Alfonzo McKinnie,SF,29,CHI,17,206,5.6,0.457,0.443,0.131,7.1,10.9,9,3.2,0.5,1.3,9.8,15.3,,-0.2,0.1,-0.1,-0.015,,-5.6,-3.4,-9,-0.4
456,Markieff Morris,PF,32,MIA,17,298,10.9,0.547,0.342,0.079,6.6,10.5,8.6,12.1,1,0.4,14.5,20.6,,0,0.3,0.3,0.055,,-1.5,-0.4,-1.9,0
457,Justin Anderson,SF,28,TOT,16,316,10.4,0.493,0.621,0.2,1.4,14.9,8.1,14.2,1.2,1.7,7.2,15.1,,0.2,0.2,0.4,0.055,,-1.9,-1.3,-3.2,-0.1
458,Mychal Mulder,PG,27,TOT,16,197,2.8,0.421,0.691,0.029,1.1,10.8,5.9,2.2,1,0.5,10.4,16.9,,-0.5,0.1,-0.4,-0.086,,-6.5,-1.6,-8.1,-0.3
459,Miye Oni,SG,24,UTA,16,44,0.4,0.265,0.889,0.111,2.6,14.5,8.7,14.2,0,0,9.6,10.3,,-0.1,0,0,-0.034,,-7.6,-0.3,-7.9,-0.1
460,Javonte Smart,PG,22,TOT,16,166,2.2,0.319,0.413,0.13,2.6,9.4,6.1,11.3,1.5,1.2,15.6,14.9,,-0.4,0.1,-0.3,-0.079,,-7.5,-0.8,-8.3,-0.3
461,Patrick Williams,PF,20,CHI,16,381,11.8,0.635,0.309,0.333,5,14.1,9.6,3.8,1.2,1.8,10.6,12,,0.5,0.3,0.8,0.097,,-1.2,-0.3,-1.4,0
462,Isaac Bonga,SF,22,TOR,15,69,8.8,0.363,0.308,0.615,6,5,5.5,7.3,5.8,2.8,10.8,11.5,,-0.1,0.1,0.1,0.06,,-5.4,5,-0.4,0
463,Kris Dunn,PG,27,POR,15,336,12.5,0.482,0.108,0.176,2.8,13.6,8,35,3.3,0.9,22.5,18.3,,-0.1,0.3,0.2,0.024,,-4.5,-0.9,-5.4,-0.3
464,Bol Bol,PF,22,DEN,14,81,13.5,0.565,0.148,0.185,5.7,21.4,13.8,9.1,0.6,2.2,12,18,,0,0.1,0.1,0.067,,-0.5,-0.4,-1,0
465,Devontae Cacok,PF,25,SAS,14,117,20.8,0.675,0,0.226,7.1,29.7,18.3,7.2,3.3,5,8.1,13.4,,0.3,0.3,0.5,0.213,,0.9,3.7,4.6,0.2
466,Vlatko ?an?ar,PF,24,DEN,14,152,13.8,0.678,0.308,0.308,4.6,12.1,8.5,11.9,0.6,1.8,15.3,15.1,,0.3,0.1,0.4,0.122,,-0.1,-0.5,-0.6,0.1
467,Malik Fitts,PF,24,TOT,14,54,5.7,0.467,0.6,0,2.1,25.5,14.2,8.2,0,0,11.8,13.8,,0,0.1,0,0.022,,-3.4,-1,-4.4,0
468,Joe Harris,SF,30,BRK,14,423,9.6,0.624,0.71,0.048,1.3,12.8,7.2,4.5,0.8,0.4,11.2,14.5,,0.3,0.2,0.5,0.06,,-0.9,-0.5,-1.4,0.1
469,Luke Kornet,C,26,TOT,14,90,14.3,0.442,0.2,0.3,12.3,16.5,14.5,10.5,2.2,3,0,11.1,,0.1,0.2,0.3,0.161,,-2.1,1.2,-0.9,0
470,Abdel Nader,SF,28,PHO,14,145,4.9,0.431,0.4,0.286,3,16.5,10,5.9,2.7,2.5,21.8,15,,-0.3,0.3,0,-0.009,,-7.1,2.2,-4.9,-0.1
471,Petr Cornelie,PF,26,DEN,13,38,9.6,0.418,0.533,0.267,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24,,-0.1,0,0,-0.013,,-6.1,-2.7,-8.8,-0.1
472,Mamadi Diakite,PF,25,OKC,13,188,11.6,0.54,0.106,0.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,,0.1,0.3,0.3,0.082,,-5.9,0.9,-5,-0.1
473,Solomon Hill,PF,30,ATL,13,139,3.3,0.2,0.65,0,4.7,13.3,9,10.3,1.4,1.3,4.8,6.6,,-0.1,0.1,0,-0.006,,-5.1,1.1,-4,-0.1
474,Brook Lopez,C,33,MIL,13,298,16,0.57,0.405,0.176,6.9,11.8,9.4,3,1.3,4.9,7.8,21.9,,0.3,0.3,0.7,0.109,,-0.6,-0.7,-1.3,0.1
475,Greg Monroe,C,31,TOT,13,177,19.4,0.575,0,0.429,18,19.4,18.6,13.6,1.6,4.3,13.4,16.3,,0.4,0.2,0.7,0.18,,-0.2,0.3,0.1,0.1
476,RJ Nembhard Jr.,SG,22,CLE,13,60,9.8,0.4,0.118,0.235,5.6,5.4,5.5,27.7,0.8,0,9.6,15.3,,0,0,0.1,0.048,,-3.3,-1.3,-4.6,0
477,Neemias Queta,C,22,SAC,13,102,12.2,0.47,0,0.5,14.8,11.9,13.3,8.4,0.5,5.1,12.6,20,,0,0.1,0.1,0.029,,-4.4,-1.5,-5.9,-0.1
478,Sharife Cooper,PG,20,ATL,12,37,-5.7,0.25,0.429,0,0,14.7,7.4,17.3,0,0,26.3,22.4,,-0.2,0,-0.2,-0.313,,-11.6,-5.2,-16.8,-0.1
479,Tim Frazier,PG,31,TOT,12,208,3.3,0.398,0.378,0.2,2.5,7.1,4.8,22.5,0.7,0.4,23.5,13.3,,-0.3,0.1,-0.2,-0.047,,-6.8,-1.8,-8.7,-0.4
480,Marcus Garrett,SG,23,MIA,12,128,4.7,0.28,0.19,0.238,8.1,12.2,10.2,7,2,2.5,7.9,8.8,,-0.1,0.2,0.1,0.033,,-6.4,1,-5.4,-0.1
481,Udonis Haslem,C,41,MIA,12,63,12.8,0.549,0.115,0.115,7.3,26.6,17.1,7.8,0.8,1.7,12.8,22.1,,0,0.1,0.1,0.081,,-3.8,0.1,-3.8,0
482,Georgios Kalaitzakis,SF,23,TOT,12,166,8.8,0.544,0.385,0.5,3.2,6.3,4.7,8.7,2.6,1.1,21.1,20.9,,-0.2,0.2,-0.1,-0.027,,-5,-1.7,-6.7,-0.2
483,Jabari Parker,PF,26,BOS,12,112,14.8,0.632,0.421,0.237,4.9,21.8,13.5,7.9,1.8,0.8,16,19.7,,0.1,0.2,0.3,0.14,,-0.4,1,0.7,0.1
484,Jamorko Pickett,PF,24,DET,12,153,8.2,0.49,0.773,0.045,4,15.6,9.5,6.7,0,3.5,6.3,13.4,,0,0.1,0.1,0.03,,-2.5,-2.2,-4.7,-0.1
485,Robert Woodard II,SF,22,SAC,12,42,2.1,0.207,0.25,0.125,12.8,15.8,14.3,9,1.1,2.1,5.6,18.3,,-0.2,0,-0.1,-0.147,,-6.8,-3.6,-10.4,-0.1
486,Devon Dotson,PG,22,CHI,11,85,9.9,0.538,0.391,0.391,1.3,10.5,6,23.9,0.6,0,15.6,16.6,,0.1,0,0.1,0.048,,-3.4,-1.5,-4.9,-0.1
487,Tacko Fall,C,26,CLE,11,59,11.3,0.398,0,0.583,13.4,29.4,21.6,4.6,0,9.1,16.6,13.6,,-0.1,0.1,0.1,0.043,,-4.2,0.8,-3.4,0
488,Yves Pons,SF,22,MEM,11,45,5.5,0.354,0.333,0.222,11.4,11.9,11.6,0,1.1,2,9.2,9.9,,0,0,0,0.015,,-4.6,-1.7,-6.3,0
489,Myles Powell,PG,24,PHI,11,52,0.2,0.364,0.353,0.118,2.2,10.6,6.4,8,1,0,14.4,18,,-0.2,0,-0.1,-0.11,,-10.5,-2.2,-12.7,-0.1
490,Collin Sexton,SG,23,CLE,11,316,11.2,0.523,0.298,0.258,4.6,7.9,6.3,12,1.6,0,15.6,27.9,,-0.4,0.3,-0.1,-0.009,,-3.5,-0.7,-4.1,-0.2
491,Brodric Thomas,SG,25,BOS,11,52,7.9,0.495,0.5,0.313,4.3,12.2,8.3,21.9,0,1.8,21.6,19.7,,0,0.1,0,0.015,,-4.9,-0.2,-5.1,0
492,Isaiah Todd,PF,20,WAS,11,57,7.8,0.39,0.609,0.261,5.9,15.3,10.7,7.4,1.7,3,7.2,21.6,,-0.1,0.1,-0.1,-0.061,,-3.2,-1.7,-4.9,0
493,Braxton Key,SF,24,TOT,10,175,12.1,0.477,0.292,0.185,6.5,22.1,13.9,7.2,2.5,5.2,11.4,19.5,,-0.2,0.3,0.1,0.03,,-5.2,0.3,-4.9,-0.1
494,Louis King,SF,22,SAC,10,104,8.2,0.438,0.574,0.213,0,12.7,6.3,12.5,0.9,0.8,0,21.2,,0,0,0,0,,-3,-1.6,-4.7,-0.1
495,Trevelin Queen,SG,24,HOU,10,74,18.2,0.619,0.727,0.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,,0.1,0.1,0.1,0.081,,2.7,-0.8,1.9,0.1
496,Chris Silva,PF,25,TOT,10,91,11.6,0.641,0,0.8,16.5,28.2,22.4,10.6,0,1.2,28.3,13.8,,0.1,0.1,0.3,0.138,,-5,0.1,-4.9,-0.1
497,Quinndary Weatherspoon,SG,25,GSW,10,69,12.3,0.647,0.238,0.238,3.3,18.5,11.1,8.7,0.7,1.4,11.5,16.6,,0.1,0.1,0.2,0.147,,-4.9,0,-4.9,-0.1
498,Ryan Arcidiacono,PG,27,NYK,9,53,7.6,0.786,0.714,0,0,14.5,7.1,5.4,0.9,0,22.2,7.4,,0,0,0.1,0.071,,-3.3,0.3,-3,0
499,Jeff Dowtin,PG,24,TOT,9,108,6.8,0.353,0.346,0.077,7.9,9.8,8.9,12.7,2.2,0.9,15.7,12.8,,-0.1,0.1,0,-0.01,,-5.7,0.1,-5.6,-0.1
500,Freddie Gillespie,PF,24,ORL,9,119,9.5,0.419,0.045,0.318,11.5,20.5,16,5.9,1.2,6.9,16.6,10.9,,-0.1,0.2,0.1,0.048,,-5.6,1,-4.6,-0.1
